,seat_set,x_coords,y_coords,section,row,seatclumpid,seatclumpid2,clump_size,clump_ind
208,"('1101X5', '1101X4')","[3361, 3373]","[1676, 1676]","('101', '101')","('X', 'X')",1101X51101X42,1101X51101X42,2.0,0
209,"('1101X4', '1101X3')","[3373, 3385]","[1676, 1676]","('101', '101')","('X', 'X')",1101X41101X32,1101X41101X32,2.0,0
210,"('1101X3', '1101X2')","[3385, 3397]","[1676, 1676]","('101', '101')","('X', 'X')",1101X31101X22,1101X31101X22,2.0,0
211,"('1101X2', '1101X1')","[3397, 3409]","[1676, 1676]","('101', '101')","('X', 'X')",1101X21101X12,1101X21101X12,2.0,1
212,"('1101N10', '1101N9')","[3265, 3277]","[1820, 1820]","('101', '101')","('N', 'N')",1101N101101N92,1101N101101N92,2.0,0
213,"('1101N9', '1101N8')","[3277, 3289]","[1820, 1820]","('101', '101')","('N', 'N')",1101N91101N82,1101N91101N82,2.0,0
214,"('1101N8', '1101N7')","[3289, 3301]","[1820, 1820]","('101', '101')","('N', 'N')",1101N81101N72,1101N81101N72,2.0,0
215,"('1101N7', '1101N6')","[3301, 3313]","[1820, 1820]","('101', '101')","('N', 'N')",1101N71101N62,1101N71101N62,2.0,0
216,"('1101N6', '1101N5')","[3313, 3325]","[1820, 1820]","('101', '101')","('N', 'N')",1101N61101N52,1101N61101N52,2.0,0
217,"('1101N5', '1101N4')","[3325, 3337]","[1820, 1820]","('101', '101')","('N', 'N')",1101N51101N42,1101N51101N42,2.0,0
218,"('1101N4', '1101N3')","[3337, 3349]","[1820, 1820]","('101', '101')","('N', 'N')",1101N41101N32,1101N41101N32,2.0,0
219,"('1101N3', '1101N2')","[3349, 3361]","[1820, 1820]","('101', '101')","('N', 'N')",1101N31101N22,1101N31101N22,2.0,0
220,"('1101N2', '1101N1')","[3361, 3373]","[1820, 1820]","('101', '101')","('N', 'N')",1101N21101N12,1101N21101N12,2.0,1
221,"('1101E8', '1101E7')","[3265, 3277]","[1964, 1964]","('101', '101')","('E', 'E')",1101E81101E72,1101E81101E72,2.0,0
222,"('1101E7', '1101E6')","[3277, 3289]","[1964, 1964]","('101', '101')","('E', 'E')",1101E71101E62,1101E71101E62,2.0,0
223,"('1101E6', '1101E5')","[3289, 3301]","[1964, 1964]","('101', '101')","('E', 'E')",1101E61101E52,1101E61101E52,2.0,0
224,"('1101E5', '1101E4')","[3301, 3313]","[1964, 1964]","('101', '101')","('E', 'E')",1101E51101E42,1101E51101E42,2.0,0
225,"('1101E4', '1101E3')","[3313, 3325]","[1964, 1964]","('101', '101')","('E', 'E')",1101E41101E32,1101E41101E32,2.0,0
226,"('1101E3', '1101E2')","[3325, 3337]","[1964, 1964]","('101', '101')","('E', 'E')",1101E31101E22,1101E31101E22,2.0,0
227,"('1101E2', '1101E1')","[3337, 3349]","[1964, 1964]","('101', '101')","('E', 'E')",1101E21101E12,1101E21101E12,2.0,0
228,"('1101F7', '1101F6')","[3265, 3277]","[1946, 1946]","('101', '101')","('F', 'F')",1101F71101F62,1101F71101F62,2.0,0
229,"('1101F6', '1101F5')","[3277, 3289]","[1946, 1946]","('101', '101')","('F', 'F')",1101F61101F52,1101F61101F52,2.0,1
230,"('1101F5', '1101F4')","[3289, 3301]","[1946, 1946]","('101', '101')","('F', 'F')",1101F51101F42,1101F51101F42,2.0,0
231,"('1101F4', '1101F3')","[3301, 3313]","[1946, 1946]","('101', '101')","('F', 'F')",1101F41101F32,1101F41101F32,2.0,0
232,"('1101F3', '1101F2')","[3313, 3325]","[1946, 1946]","('101', '101')","('F', 'F')",1101F31101F22,1101F31101F22,2.0,0
233,"('1101F2', '1101F1')","[3325, 3337]","[1946, 1946]","('101', '101')","('F', 'F')",1101F21101F12,1101F21101F12,2.0,1
234,"('1101B6', '1101B5')","[3265, 3277]","[2018, 2018]","('101', '101')","('B', 'B')",1101B61101B52,1101B61101B52,2.0,1
235,"('1101B5', '1101B4')","[3277, 3289]","[2018, 2018]","('101', '101')","('B', 'B')",1101B51101B42,1101B51101B42,2.0,0
236,"('1101B4', '1101B3')","[3289, 3301]","[2018, 2018]","('101', '101')","('B', 'B')",1101B41101B32,1101B41101B32,2.0,0
237,"('1101B3', '1101B2')","[3301, 3313]","[2018, 2018]","('101', '101')","('B', 'B')",1101B31101B22,1101B31101B22,2.0,0
238,"('1101B2', '1101B1')","[3313, 3325]","[2018, 2018]","('101', '101')","('B', 'B')",1101B21101B12,1101B21101B12,2.0,1
